"","Source","Target"
"2509","P!NK","BRYAN '33' VIGER"
"2510","P!NK","DR. G"
"2511","P!NK","BROC TICKLE"
"2512","P!NK","COLE WALLISER"
"2513","P!NK","TRACY SHIBATA"
"2514","P!NK","KHASAN BRAILSFORD"
"2515","P!NK","TARAJI P. HENSON"
"2516","P!NK","QUESTLOVE GOMEZ"
"2517","P!NK","DANILO"
"2518","P!NK","JENNY DOUGLAS-FOOTE"
"2519","P!NK","HUFFPOST PARENTS"
"2520","P!NK","JENNY JOHNSON"
"2521","P!NK","NATALIE MAINES"
"2522","P!NK","COVERGIRL"
"2523","P!NK","BOB MACKIE"
"2524","P!NK","JASON SCOPPA"
"2525","P!NK","MICHAEL VOLTAGGIO"
"2526","P!NK","MARTHA STEWART"
"2527","P!NK","TOM COLICCHIO"
"2528","P!NK","ZAGAT"
"2529","P!NK","NYT FOOD & DRINK"
"2530","P!NK","SAVEUR"
"2531","P!NK","FOOD NETWORK"
"2532","P!NK","BRYAN VOLTAGGIO"
"2533","P!NK","BON APPETIT MAGAZINE"
"2534","P!NK","PARENTING.COM"
"2535","P!NK","PARENTS MAGAZINE"
"2536","P!NK","REAL SIMPLE MAGAZINE"
"2537","P!NK","MOMLOGIC"
"2538","P!NK","TODAY'S PARENT"
"2539","P!NK","ALICIA KEYS"
"2540","P!NK","LILY"
"2541","P!NK","MIRANDA LAMBERT"
"2542","P!NK","JEREMY MCGRATH"
"2543","P!NK","ROB DELANEY"
"2544","P!NK","HART AND HUNTINGTON"
"2545","P!NK","PATRICK GOUDEAU"
"2546","P!NK","HUMANE SOCIETY"
"2547","P!NK","SHONDA RHIMES"
"2548","P!NK","RASHIDA JONES"
"2549","P!NK","50CENT"
"2550","P!NK","JEREMY STENBERG"
"2551","P!NK","BETTE MIDLER"
"2552","P!NK","ALANIS MORISSETTE"
"2553","P!NK","DREYA WEBER"
"2554","P!NK","SHIFT RACING"
"2555","P!NK","TONY KANAL"
"2556","P!NK","PAUL MIRKOVICH"
"2557","P!NK","NORA WALKER"
"2558","P!NK","RJ DURELL"
"2559","P!NK","NICK FLOREZ"
"2560","P!NK","THE DAILY SHOW"
"2561","P!NK","RICKY CARMICHAEL"
"2562","P!NK","MAMMOTHMOUNTAIN"
"2563","P!NK","JOSH MERRELL"
"2564","P!NK","RCH RACING"
"2565","P!NK","HEIDI KLUM"
"2566","P!NK","COLT PRATTES"
"2567","P!NK","DANE HOYT"
"2568","P!NK","SIMON JAGGER"
"2569","P!NK","HUGH JOHNSON"
"2570","P!NK","NIKKI TUAZON"
"2571","P!NK","BIRUNGI IVES"
"2572","P!NK","DAVID WAIN"
"2573","P!NK","CEELO GREEN"
"2574","P!NK","DOLLY PARTON"
"2575","P!NK","STACY CAMPBELL"
"2576","P!NK","GWEN STEFANI"
"2577","P!NK","GREAT MINDS QUOTES"
"2578","P!NK","JASON BATEMAN"
"2579","P!NK","MICHAEL KEATON"
"2580","P!NK","BECK"
"2581","P!NK","WISDOM OF RUMI"
"2582","P!NK","LOUISE HAY"
"2583","P!NK","JUDD APATOW"
"2584","P!NK","STEVE CARELL"
"2585","P!NK","DAN WILSON"
"2586","P!NK","THE BUMP"
"2587","P!NK","JAMES FRANCO"
"2588","P!NK","P!NK FANS"
"2589","P!NK","JOSH HILL"
"2590","P!NK","PEOPLE BABIES"
"2591","P!NK","CNN"
"2592","P!NK","PEOPLE MAGAZINE"
"2593","P!NK","NYLON"
"2594","P!NK","K'NAAN WARSAME"
"2595","P!NK","GWYNETH PALTROW"
"2596","P!NK","CAMILA ALVES"
"2597","P!NK","ABFOUNDATION"
"2598","P!NK","JENNY WAGNER"
"2599","P!NK","HUFFINGTON POST"
"2600","P!NK","CARLO MONDAVI"
"2601","P!NK","TIM ROBBINS"
"2602","P!NK","JOSH GAD"
"2603","P!NK","MARK RUFFALO"
"2604","P!NK","JEANETTE JENKINS"
"2605","P!NK","ANDERSON COOPER"
"2606","P!NK","JILLIAN MICHAELS"
"2607","P!NK","INGO RADEMACHER"
"2608","P!NK","MAYHEM"
"2609","P!NK","NICOLE RICHIE"
"2610","P!NK","JAY GORDON, MD, FAAP"
"2611","P!NK","CAREY HART FANS"
"2612","P!NK","ALYSSA MILANO"
"2613","P!NK","STRYKER"
"2614","P!NK","BILLY MANN"
"2615","P!NK","ASTROLOGY ZONE"
"2616","P!NK","DAN FINNERTY"
"2617","P!NK","SAL MASEKELA"
"2618","P!NK","BRUNO MARS"
"2619","P!NK","ZOOEY DESCHANEL"
"2620","P!NK","INGRID MICHAELSON"
"2621","P!NK","CITIZEN COPE"
"2622","P!NK","TERRY RICHARDSON"
"2623","P!NK","KATIE COURIC"
"2624","P!NK","HOTEL CAFE"
"2625","P!NK","TASHA TILBERG"
"2626","P!NK","JEN RADE"
"2627","P!NK","THE NEW YORK TIMES"
"2628","P!NK","YOKO ONO"
"2629","P!NK","KEVIN NEALON"
"2630","P!NK","JON FAVREAU"
"2631","P!NK","STEVE MARTIN"
"2632","P!NK","GAIL SIMMONS"
"2633","P!NK","TARA DAKIDES"
"2634","P!NK","ZACH GALIFIANAKIS"
"2635","P!NK","TODD MORSE"
"2636","P!NK","JUSTIN DERRICO"
"2637","P!NK","BUCKY LASEK"
"2638","P!NK","PAULO COELHO"
"2639","P!NK","BILL MAHER"
"2640","P!NK","DALLAS GREEN"
"2641","P!NK","BILLY B. BRASFIELD"
"2642","P!NK","LAURA J. WILSON"
"2643","P!NK","LINDA PERRY"
"2644","P!NK","MARSHALL MATHERS"
"2645","P!NK","JENNY HOLZER"
"2646","P!NK","KAT LUCAS"
"2647","P!NK","EVA GARDNER"
"2648","P!NK","KFUCKINGP"
"2649","P!NK","JAKE SINCLAIR"
"2650","P!NK","MATTHEW MCCONAUGHEY"
"2651","P!NK","EHIKURADEMACHER"
"2652","P!NK","STRIDER WASILEWSKI"
"2653","P!NK","LADY GAGA"
"2654","P!NK","DR WAYNE W DYER"
"2655","P!NK","PINKFANS.NET"
"2656","P!NK","RICHARD HEMMING"
"2657","P!NK","JUDITH"
"2658","P!NK","STEVE ASTEPHEN"
"2659","P!NK","JIM CARREY"
"2660","P!NK","KERRI KENNEY"
"2661","P!NK","UBERSOCIAL "
"2662","P!NK","CONAN O'BRIEN"
"2663","P!NK","JASON MOORE"
"2664","P!NK","101 COOKBOOKS"
"2665","P!NK","FOOD & WINE MAGAZINE"
"2666","P!NK","JANCIS ROBINSON"
"2667","P!NK","NYT FOOD"
"2668","P!NK","FUNNY OR DIE"
"2669","P!NK","NORA WALKER"
"2670","P!NK","DAN MAHONEY"
"2671","P!NK","KENNY WATSON"
"2672","P!NK","BAZ HALPIN"
"2673","P!NK","DANE COOK"
"2674","P!NK","REINA HIDALGO"
"2675","P!NK","JEREMY PIVEN"
"2676","P!NK","KATHY VALENTINE"
"2677","P!NK","WASTED SPACE"
"2678","P!NK","DITA VON TEESE"
"2679","P!NK","SARAH SILVERMAN"
"2680","P!NK","HEATH PINTER"
"2681","P!NK","JILLIAN BARBERIE"
"2682","P!NK","CIRCESNOW"
"2683","P!NK","LANGE FOUNDATION"
"2684","P!NK","KATY PERRY"
"2685","P!NK","SANDRA BERNHARD"
"2686","P!NK","ADDIE YUNGMEE"
"2687","P!NK","JIM BIANCO"
"2688","P!NK","KIT COPE"
"2689","P!NK","HALEY"
"2690","P!NK","DAMON ELLIOTT"
"2691","P!NK","JOJO WRIGHT"
"2692","P!NK","LEO MOCTEZUMA"
"2693","P!NK","PETA"
"2694","P!NK","ROVE MCMANUS"
"2695","P!NK","PEREZ HILTON"
"2696","P!NK","KAWAN PRATHER OR KP"
"2697","P!NK","ELLEN DEGENERES"
"2698","P!NK","NORA WALKER"
"2699","P!NK","STVN MNZNO"
"2700","P!NK","YB"
"2701","P!NK","BILL BUNTAIN"
"2702","P!NK","CNN BREAKING NEWS"
"2703","P!NK","SABINA KELLEY"
"2704","P!NK","MARK SCHULMAN"
"2705","P!NK","JASON ELLIS"
"2706","P!NK","AMASETTA KAH"
"2707","P!NK","BIG B"
"2708","P!NK","CAREY HART"
"2709","P!NK","MICHAELA JANE MJ"
"2710","P!NK","GREG WELLS"
"2711","P!NK","BUTCHWALKER"
"2712","P!NK","LILY HARFOUCHE"
"2713","CNN BREAKING NEWS","MAUREEN PETROSKY"
"2714","CNN BREAKING NEWS","SAEED AHMED"
"2715","CNN BREAKING NEWS","RAM RAMGOPAL"
"2716","CNN BREAKING NEWS","CARL LAVIN"
"2717","CNN BREAKING NEWS","PATRICK OPPMANN CNN"
"2718","CNN BREAKING NEWS","KELLY HOBSON"
"2719","CNN BREAKING NEWS","ROBERT YOON"
"2720","CNN BREAKING NEWS","BRIAN STELTER"
"2721","CNN BREAKING NEWS","JIM SCIUTTO"
"2722","CNN BREAKING NEWS","FAITH M. KARIMI"
"2723","CNN BREAKING NEWS","SHIMON PROKUPECZ"
"2724","CNN BREAKING NEWS","EVAN PREZ"
"2725","CNN BREAKING NEWS","ANA CABRERA"
"2726","CNN BREAKING NEWS","DON LEMON"
"2727","CNN BREAKING NEWS","AFANTZ"
"2728","CNN BREAKING NEWS","CNN FOOTBALL CLUB"
"2729","CNN BREAKING NEWS","MARLENA BALDACCI"
"2730","CNN BREAKING NEWS","BROOKE BALDWIN"
"2731","CNN BREAKING NEWS","DAN MERICA"
"2732","CNN BREAKING NEWS","THE LEAD CNN"
"2733","CNN BREAKING NEWS","MARIANO CASTILLO"
"2734","CNN BREAKING NEWS","CHRISTI PAUL"
"2735","CNN BREAKING NEWS","KYRA PHILLIPS"
"2736","CNN BREAKING NEWS","SARA SIDNER"
"2737","CNN BREAKING NEWS","ELIOTT C. MCLAUGHLIN"
"2738","CNN BREAKING NEWS","ROBYN CURNOW"
"2739","CNN BREAKING NEWS","JOSH LEVS"
"2740","CNN BREAKING NEWS","CHRISTIANE AMANPOUR"
"2741","CNN BREAKING NEWS","DAN RIVERS"
"2742","CNN BREAKING NEWS","BARBARA STARR"
"2743","CNN BREAKING NEWS","HASSAN ROUHANI"
"2744","CNN BREAKING NEWS","NICK PATON WALSH"
"2745","CNN BREAKING NEWS","BLEACHER REPORT"
"2746","CNN BREAKING NEWS","UN SPOKESPERSON"
"2747","CNN BREAKING NEWS","REZA SAYAH"
"2748","CNN BREAKING NEWS","TEAM HLN"
"2749","CNN BREAKING NEWS","MICHAELA PEREIRA"
"2750","CNN BREAKING NEWS","NEW DAY"
"2751","CNN BREAKING NEWS","PAMELA BROWN"
"2752","CNN BREAKING NEWS","CHRIS CUOMO"
"2753","CNN BREAKING NEWS","HLN"
"2754","CNN BREAKING NEWS","ERIC MARRAPODI"
"2755","CNN BREAKING NEWS","CNN OPINION"
"2756","CNN BREAKING NEWS","ARWA DAMON"
"2757","CNN BREAKING NEWS","BELIEF BLOG EDITORS"
"2758","CNN BREAKING NEWS","POPPY HARLOW"
"2759","CNN BREAKING NEWS","MEREDITH ARTLEY"
"2760","CNN BREAKING NEWS","BRIANNA KEILAR"
"2761","CNN BREAKING NEWS","JOPARKER"
"2762","CNN BREAKING NEWS","LESLIE BENTZ"
"2763","CNN BREAKING NEWS","CNN GEEK OUT!"
"2764","CNN BREAKING NEWS","JIM ACOSTA"
"2765","CNN BREAKING NEWS","KATE BOLDUAN"
"2766","CNN BREAKING NEWS","JOE JOHNS"
"2767","CNN BREAKING NEWS","JESSICA YELLIN"
"2768","CNN BREAKING NEWS","IVAN WATSON"
"2769","CNN BREAKING NEWS","ALAN DUKE"
"2770","CNN BREAKING NEWS","WOLF BLITZER"
"2771","CNN BREAKING NEWS","KAREN MAGINNIS"
"2772","CNN BREAKING NEWS","CNN LIGHT YEARS"
"2773","CNN BREAKING NEWS","CNN HEALTH"
"2774","CNN BREAKING NEWS","MATT SLOANE "
"2775","CNN BREAKING NEWS","ERIC FIEGEL"
"2776","CNN BREAKING NEWS","ROSS LEVITT"
"2777","CNN BREAKING NEWS","JOHN COUWELS CNN"
"2778","CNN BREAKING NEWS","RICH PHILLIPS"
"2779","CNN BREAKING NEWS","CHAD MYERS"
"2780","CNN BREAKING NEWS","BRIAN TODD"
"2781","CNN BREAKING NEWS","JASON CARROLL"
"2782","CNN BREAKING NEWS","CHRIS WELCH"
"2783","CNN BREAKING NEWS","RAFAEL ROMO"
"2784","CNN BREAKING NEWS","JOHN ZARRELLA"
"2785","CNN BREAKING NEWS","SUSAN CANDIOTTI CNN "
"2786","CNN BREAKING NEWS","MARY SNOW"
"2787","CNN BREAKING NEWS","ATHENA JONES"
"2788","CNN BREAKING NEWS","MICHAEL HUMPHREY"
"2789","CNN BREAKING NEWS","MATTHEW CHANCE"
"2790","CNN BREAKING NEWS","THE SITUATION ROOM"
"2791","CNN BREAKING NEWS","KIM SEGAL "
"2792","CNN BREAKING NEWS","KYUNG LAH"
"2793","CNN BREAKING NEWS","PAULA HANCOCKS"
"2794","CNN BREAKING NEWS","GARY TUCHMAN"
"2795","CNN BREAKING NEWS","STEVEN JIANG"
"2796","CNN BREAKING NEWS","DANA BASH"
"2797","CNN BREAKING NEWS","MARK PRESTON"
"2798","CNN BREAKING NEWS","SAM FEIST"
"2799","CNN BREAKING NEWS","CNN VIDEO"
"2800","CNN BREAKING NEWS","FREDERIK PLEITGEN"
"2801","CNN BREAKING NEWS","NIC ROBERTSON"
"2802","CNN BREAKING NEWS","BENWEDEMAN"
"2803","CNN BREAKING NEWS","CNN TRAVEL"
"2804","CNN BREAKING NEWS","IMPACT YOUR WORLD"
"2805","CNN BREAKING NEWS","CANDY CROWLEY"
"2806","CNN BREAKING NEWS","REPORT: CNN IRANDESK"
"2807","CNN BREAKING NEWS","CNN ENTERTAINMENT"
"2808","CNN BREAKING NEWS","JOHN KING"
"2809","CNN BREAKING NEWS","CNN NATIONALSECURITY"
"2810","CNN BREAKING NEWS","CNN WEATHER CENTER"
"2811","CNN BREAKING NEWS","CNN TECH"
"2812","CNN BREAKING NEWS","STATE OF THE UNION"
"2813","CNN BREAKING NEWS","CNN POLITICS"
"2814","CNN BREAKING NEWS","CNNMONEY"
"2815","CNN BREAKING NEWS","IDESKCNN "
"2816","CNN BREAKING NEWS","CNNGO"
"2817","CNN BREAKING NEWS","RICHARD QUEST"
"2818","CNN BREAKING NEWS","DR. SANJAY GUPTA"
"2819","CNN BREAKING NEWS","CNN NEWSROOM"
"2820","CNN BREAKING NEWS","BLACK IN AMERICA"
"2821","CNN BREAKING NEWS","CNN INTERNATIONAL"
"2822","CNN BREAKING NEWS","CNN POLITICAL TICKER"
"2823","CNN BREAKING NEWS","CNN"
"2824","CNN BREAKING NEWS","CNN IREPORT"
"2825","CNN BREAKING NEWS","ANDERSON COOPER"
"2826","KAKA","NORTHLAND CHURCH"
"2827","KAKA","FLVIO AUGUSTO"
"2828","KAKA","JOAQUIM BARBOSA "
"2829","KAKA","MARIN CILIC"
"2830","KAKA","MARINA SILVA"
"2831","KAKA","GABRIEL GABOR"
"2832","KAKA","CRISTIAN BROCCHI"
"2833","KAKA","ORLANDO CITY SC"
"2834","KAKA","ORLANDO CITY BRASIL"
"2835","KAKA","DAVIDE BALLESTRA"
"2836","KAKA","TIMOTHY KELLER"
"2837","KAKA","ADIDAS BRASIL"
"2838","KAKA","STF"
"2839","KAKA","KATIAKAK"
"2840","KAKA","SPECIAL OLYMPICS"
"2841","KAKA","LUCA ANTONINI"
"2842","KAKA","MARCO AMELIA"
"2843","KAKA","ADIDAS ITALIA"
"2844","KAKA","PEDRO BIAL"
"2845","KAKA","CARLO CRACCO"
"2846","KAKA","RICCARDO MONTOLIVO"
"2847","KAKA","MARIO BALOTELLI"
"2848","KAKA","CHRISTIANVIERI"
"2849","KAKA","MARCO BORRIELLO"
"2850","KAKA","BOM SENSO F.C."
"2851","KAKA","RICARDO AMORIM"
"2852","KAKA","LU BERTOLINI"
"2853","KAKA","KIBE LOCO"
"2854","KAKA","EDUARDO STERBLITCH"
"2855","KAKA","DANIEL ZUKERMAN"
"2856","KAKA","GLOBO"
"2857","KAKA","SPORTV"
"2858","KAKA","FIFA.COM"
"2859","KAKA","DISNEY"
"2860","KAKA","LEL_ SADDI"
"2861","KAKA","TICO_SAHYOUN"
"2862","KAKA","LIA "
"2863","KAKA","HERNAN CRESPO"
"2864","KAKA","LUCAS PIAZON"
"2865","KAKA","MAHAMADOU DIARRA"
"2866","KAKA","FLVIO AUGUSTO"
"2867","KAKA","SANDRO SERZEDELLO"
"2868","KAKA","EDUARDO CORCH"
"2869","KAKA","TEAM KAK"
"2870","KAKA","A CASA DA ROCHA"
"2871","KAKA","RUBENS JUNIOR"
"2872","KAKA","INSTAGRAM"
"2873","KAKA","JOSE CALLEJN"
"2874","KAKA","NIKOLA MIROTIC"
"2875","KAKA","MI MELLO"
"2876","KAKA","ADIDASFOOTBALL"
"2877","KAKA","ALESSANDRA AMBROSIO"
"2878","KAKA","STEVE NASH"
"2879","KAKA","DANILO FERNANDES"
"2880","KAKA","IZABEL GOULART"
"2881","KAKA","MARCELO VIEIRA"
"2882","KAKA","AC MILAN"
"2883","KAKA","LVARO MORATA"
"2884","KAKA","DALAI LAMA"
"2885","KAKA","JOHN STOTT"
"2886","KAKA","DAVID LUIZ"
"2887","KAKA","JEFFERSON BETHKE"
"2888","KAKA","ADRIANO RIBEIRO"
"2889","KAKA","UMBERTO PIERACCIONI"
"2890","KAKA","JEREMY CAMP"
"2891","KAKA","ALESSANDRO"
"2892","KAKA","KATIE JACOBS STANTON"
"2893","KAKA","FRANZ BECKENBAUER"
"2894","KAKA","DWADE"
"2895","KAKA","RICARDO JUSTUS"
"2896","KAKA","NANDO MIRANDA"
"2897","KAKA","DAVIDBRAZIL24"
"2898","KAKA","TIRIRICA"
"2899","KAKA","PETER WILSON"
"2900","KAKA","RODRIGO CEBRIAN"
"2901","KAKA","FABIO CANNAVARO "
"2902","KAKA","ARIOVALDO"
"2903","KAKA","GIANLUCA VOULAZ"
"2904","KAKA","RADAMEL FALCAO"
"2905","KAKA","PEL"
"2906","KAKA","FERNANDO RADAELLI"
"2907","KAKA","TIGER WOODS"
"2908","KAKA","FERNANDO ALONSO"
"2909","KAKA","FELIPE MASSA"
"2910","KAKA","HELIO KOHAN"
"2911","KAKA","ELOAH UZ_DA"
"2912","KAKA","PALASTHY"
"2913","KAKA","BIA E BRANCA FERES"
"2914","KAKA","RICK WARREN"
"2915","KAKA","DAVID L. MEYER"
"2916","KAKA","JOHN PIPER"
"2917","KAKA","ESPN / SPORTSCENTER"
"2918","KAKA","MARCOS MARIA"
"2919","KAKA","LUCAS MOURA"
"2920","KAKA","MICHEL TEL"
"2921","KAKA","BRUNO REZENDE"
"2922","KAKA","YAN ACIOLI"
"2923","KAKA","VIRNA PIOVEZAN"
"2924","KAKA","FERNANDA MOTTA"
"2925","KAKA","JOO DORIA JR."
"2926","KAKA","JUNIOR DOS SANTOS "
"2927","KAKA","LU ALCKMIN"
"2928","KAKA","JULIO SENN"
"2929","KAKA","SILVIO LUIZ"
"2930","KAKA","ANDRIY SHEVCHENKO"
"2931","KAKA","FRED - FREDGOL"
"2932","KAKA","WILLIAN MACHADO"
"2933","KAKA","LUIZ ANDREOLI"
"2934","KAKA","CIPRINET"
"2935","KAKA","EUGENIO CHACON"
"2936","KAKA","ROBERTO CARLOS"
"2937","KAKA","TADEU SCHMIDT"
"2938","KAKA","SONIA BRIDI"
"2939","KAKA","FLVIO GIKOVATE"
"2940","KAKA","BRUNO SENNA"
"2941","KAKA","FMSPORTS"
"2942","KAKA","THIRD DAY"
"2943","KAKA","NURI _AHIN"
"2944","KAKA","RA_L ALBIOL"
"2945","KAKA","FATIMA BERNARDES"
"2946","KAKA","GILBERTO RATTO"
"2947","KAKA","ROQUE JUNIOR"
"2948","KAKA","DIOGO DIAS GONALVES"
"2949","KAKA","REBECA SABINO LEITE"
"2950","KAKA","JUSTIN BIEBER"
"2951","KAKA","RAFA NADAL"
"2952","KAKA","MAURO NAVES"
"2953","KAKA","FLAVIA VITORINO"
"2954","KAKA","AP. RINA OFICIAL"
"2955","KAKA","DEBORAH SECCO"
"2956","KAKA","DECO 20 OFICIAL"
"2957","KAKA","NEYMAR JR. SITE"
"2958","KAKA","DANTE18"
"2959","KAKA","GRAACC"
"2960","KAKA","MARTHA CRISTEL"
"2961","KAKA","FIORELLA MATTHEIS"
"2962","KAKA","EYSHILA SANTOS"
"2963","KAKA","ARNALDO RIBEIRO"
"2964","KAKA","EXAME"
"2965","KAKA","I AM SECOND"
"2966","KAKA","LO MOURA"
"2967","KAKA","PATRICIA ABRAVANEL"
"2968","KAKA","DIEGO RIBAS"
"2969","KAKA","ZICO NA REDE"
"2970","KAKA","AYROSA & CO."
"2971","KAKA","VERA SONIA"
"2972","KAKA","LUCILIA DINIZ"
"2973","KAKA","JULIANA AYROSA"
"2974","KAKA","CAROL AYROSA"
"2975","KAKA","LASS DIARRA"
"2976","KAKA","ERROS DE MARKETING"
"2977","KAKA","MIKE TYSON"
"2978","KAKA","FERNANDA SOUZA"
"2979","KAKA","J_LIO BAPTISTA"
"2980","KAKA","ROBINHO"
"2981","KAKA","SERGIO GANDOLPHI"
"2982","KAKA","MARCOS PAULO REIS"
"2983","KAKA","PAULO HENRIQUE GANSO"
"2984","KAKA","JU PARADELA CLEMENTE"
"2985","KAKA","DANIEL ALVES"
"2986","KAKA","MARCO AURLIO CUNHA"
"2987","KAKA","JU KNUST"
"2988","KAKA","ASTRIDFONTENELLE"
"2989","KAKA","LUCIO"
"2990","KAKA","CAROL SARAGOSA"
"2991","KAKA","MARIO PEREZ"
"2992","KAKA","SCUDERIA FERRARI"
"2993","KAKA","PAULA FERNANDES"
"2994","KAKA","JOSETTE SHEERAN"
"2995","KAKA","ISABELLA C. LEITE"
"2996","KAKA","LUCA CELICO LEITE"
"2997","KAKA","PATRICIA MALDONADO"
"2998","KAKA","SHAKIRA"
"2999","KAKA","MOWA SPORTS"
"3000","KAKA","MNICA BERGAMO"
"3001","KAKA","SRGIO CABRAL"
"3002","KAKA","RIHANNA"
"3003","KAKA","NOVAK DJOKOVIC"
"3004","KAKA","REGINALDO LEME"
"3005","KAKA","DUDU MASSA"
"3006","KAKA","WILLIAM MACHADO  "
"3007","KAKA","NALBERT"
"3008","KAKA","SHAQ"
"3009","KAKA","LEBRON JAMES"
"3010","KAKA","JACK WELCH"
"3011","KAKA","MARCOS WITT"
"3012","KAKA","ALICIA KEYS"
"3013","KAKA","J.B. OLIVEIRA"
"3014","KAKA","BRITTO JR"
"3015","KAKA","GILMAR LUIZ RINALDI"
"3016","KAKA","JOO PAULO DINIZ"
"3017","KAKA","ASSESOR RENATO COSTA"
"3018","KAKA","CLAUDIO JUNIOR"
"3019","KAKA","JOHN C MAXWELL"
"3020","KAKA","MARCOS VIDAL"
"3021","KAKA","ESTEBAN GRANERO"
"3022","KAKA","RODRIGO RANIERI"
"3023","KAKA","CAIO RIBEIRO "
"3024","KAKA","GATES FOUNDATION"
"3025","KAKA","THALLES ROBERTO"
"3026","KAKA","C. S. LEWIS"
"3027","KAKA","SAMUELMIZRAHY"
"3028","KAKA","RICHARD BRANSON"
"3029","KAKA","FANTSTICO"
"3030","KAKA","FIUK"
"3031","KAKA","RENATA FAN"
"3032","KAKA","ANDERSON SILVA"
"3033","KAKA","FRASES AUGUSTO CURY"
"3034","KAKA","J_NIOR SANTOS"
"3035","KAKA","FBIO FARIA"
"3036","KAKA","XABI ALONSO"
"3037","KAKA","VICTOR RIOS"
"3038","KAKA","CHRIS DURAN"
"3039","KAKA","( JUNIOR ARCANJO )"
"3040","KAKA","ESTADAO"
"3041","KAKA","VINICIUS RECHE"
"3042","KAKA","AUGUSTO CURY "
"3043","KAKA","REAL MADRID C. F."
"3044","KAKA","BUSTAMANTE"
"3045","KAKA","FABIANO"
"3046","KAKA","VITOR BELFORT"
"3047","KAKA","JOANA PRADO BELFORT"
"3048","KAKA","SORAYA MORAES"
"3049","KAKA","LAURO JARDIM"
"3050","KAKA","SIDNEY GARAMBONE"
"3051","KAKA","GORA CORRETORA"
"3052","KAKA","FOLHA DE SAO PAULO"
"3053","KAKA","CRAQUE NETO 10"
"3054","KAKA","WIKILEAKS"
"3055","KAKA","SRGIO PAVARINI"
"3056","KAKA","CARLOS BEZERRA JR"
"3057","KAKA","PENSADOR"
"3058","KAKA","SILAS WASZCZUK JR"
"3059","KAKA","JOS SIMO"
"3060","KAKA","CASSI VALADAO"
"3061","KAKA","SILAS MALAFAIA"
"3062","KAKA","ELANO BLUMER"
"3063","KAKA","OTVIO MESQUITA"
"3064","KAKA","BRUNO LAURENCE"
"3065","KAKA","SERGIO RAMOS"
"3066","KAKA","JAIRINHO MANHES"
"3067","KAKA","RODRIGO BUENO"
"3068","KAKA","TV A VER"
"3069","KAKA","REGIS DANESE OFICIAL"
"3070","KAKA","MARCELO RESGATE"
"3071","KAKA","JORGE LUS BRUNO"
"3072","KAKA","DUDU BORGES"
"3073","KAKA","SIMONE LEITE"
"3074","KAKA","HEL CAMPANHOLO"
"3075","KAKA","VEJA"
"3076","KAKA","JOYCE PASCOWITCH"
"3077","KAKA","TICO ELIAS"
"3078","KAKA","MRIAM LEITAO.COM"
"3079","KAKA","JUAN IGNACIO G-OCHOA"
"3080","KAKA","MAX LUCADO"
"3081","KAKA","THAIS FERSOZA"
"3082","KAKA","TICIANE PINHEIRO "
"3083","KAKA","BRUNO GAGLIASSO"
"3084","KAKA","ANDREIA SORVETO"
"3085","KAKA","WANESSA"
"3086","KAKA","MARCUS BUAIZ"
"3087","KAKA","FILIPE LUS"
"3088","KAKA","BOB FERNANDES"
"3089","KAKA","HAMILTON GOMES"
"3090","KAKA","RAQUEL B TENUTA"
"3091","KAKA","CAROL CASTRO"
"3092","KAKA","PAULO ANDR"
"3093","KAKA","BRUNA MEZHER"
"3094","KAKA","SUPERINTERESSANTE"
"3095","KAKA","MAURICIO LIMA"
"3096","KAKA","MANUEL AUSET"
"3097","KAKA","MICHAEL MOORE"
"3098","KAKA","YOKO ONO"
"3099","KAKA","LADY GAGA"
"3100","KAKA","EDIR MACEDO"
"3101","KAKA","ANA PAULA VALADO"
"3102","KAKA","GERALDO ALCKMIN"
"3103","KAKA","ED REN KIVITZ"
"3104","KAKA","ALVARO DE MIRANDA"
"3105","KAKA","CELSO CELICO"
"3106","KAKA","LEO CID FERREIRA"
"3107","KAKA","LUAN SANTANA"
"3108","KAKA","CASSIANE"
"3109","KAKA","BLANCHE BRUNO"
"3110","KAKA","CESARMENOTTI"
"3111","KAKA","DIEGO FORLAN"
"3112","KAKA","ALICINHA CAVALCANTI"
"3113","KAKA","MARCIO"
"3114","KAKA","RONALDINHO GA_CHO"
"3115","KAKA","ANA MARIA BRAGA"
"3116","KAKA","LEIA A BBLIA"
"3117","KAKA","MICHAEL W. SMITH"
"3118","KAKA","ANA MOSER"
"3119","KAKA","LVARO ARBELOA"
"3120","KAKA","IGREJA DA LAGOINHA "
"3121","KAKA","GIOVANNA TEIXEIRA"
"3122","KAKA","DENILSON DE OLIVEIRA"
"3123","KAKA","ANA HICKMANN"
"3124","KAKA","FERNANDA BRUM"
"3125","KAKA","SABRINA SATO RAHAL"
"3126","KAKA","RIVALDO JR."
"3127","KAKA","NEYMAR JR"
"3128","KAKA","JUNI CALAFAT "
"3129","KAKA","ANDR SANTOS"
"3130","KAKA","HAMILTON GOMES"
"3131","KAKA","DCIO LOPES"
"3132","KAKA","JOS BRUNO"
"3133","KAKA","M.SARAGOSA"
"3134","KAKA","CRISTIANO RONALDO"
"3135","KAKA","JOSEPH S BLATTER"
"3136","KAKA","BRUNO LEVI D'ANCONA"
"3137","KAKA","RA OLIVEIRA"
"3138","KAKA","JORNAL O GLOBO"
"3139","KAKA","THIAGUINHO"
"3140","KAKA","TINO MARCOS"
